"","year","longitude","latitude","bottom_depth","peak_timing","SSTcumanom45","spring_ice_fraction","ice_retreat_timing","bloom_type","bsregion"
"3330",2007,-170.534402445743,65.2769986537465,-38.5184347587719,149,12.1992152777778,0.820424463937622,125,"ice_free",NA
"3331",2007,-169.531062467122,65.2414594581829,-46.6756711032339,149,8.96024166666667,0.814337553778526,129,"ice_full","14"
"3332",2007,-168.445370048827,65.2356280686393,-47.4176879213253,141,5.43214305555556,0.748933930425753,137,"ice_full","14"
"3337",2007,-170.331148292122,65.69461362954,-31.5509250390335,149,17.8451451389639,0.775302704291593,135,"ice_full",NA
"3338",2007,-169.601102279725,65.7544581188374,-40.4523423983938,149,12.5435680555556,0.794154650054466,132,"ice_full",NA
"3339",2007,-168.557272465,65.7522807593926,-44.7503886432713,149,1.28124537684538,0.762017600574713,146,"ice_full",NA
"3343",2008,-165.443785089286,54.7496626106561,-162.74141391015,141,-78.0848930555556,0,0,"ice_free","16"
"3354",2008,-166.474925978229,55.2548320258011,-135.780854390861,149,-82.3059013888889,0,0,"ice_free","4"
"3355",2008,-165.481107287783,55.2558007096512,-117.239089774126,133,-88.6527041666667,0,0,"ice_free","4"
"3356",2008,-164.603044056711,55.246347117692,-91.5650348254253,125,-96.8323388888889,0,0,"ice_free","1"
"3365",2008,-167.515609532844,55.7535371272891,-132.747664577075,133,-94.5238208333333,0,0,"ice_free","4"
"3366",2008,-166.52651525484,55.7526982408937,-127.685040696807,133,-97.9669555555556,0,0,"ice_free","4"
"3367",2008,-165.429454504002,55.748878030203,-108.529124888894,133,-113.637034722222,0,0,"ice_free","4"
"3368",2008,-164.54614808546,55.7332851287913,-96.544587558351,125,-108.024969444444,0,0,"ice_free","3"
"3369",2008,-163.504631190938,55.7678058432214,-84.7522547445677,125,-97.6673902777778,0,0,"ice_free","1"
"3370",2008,-162.605209238452,55.8040025304307,-59.2408157284369,101,-114.019957567804,0.0442050815696649,93,"ice_full","1"
"3380",2008,-167.492065976747,56.2469137222352,-125.837582817645,133,-124.502152777778,0.0828169487847222,94,"ice_free","4"
"3381",2008,-166.463432964903,56.2860242669065,-106.632793791086,133,-132.152497222222,0.12520044849537,94,"ice_free","3"
"3382",2008,-165.441294852502,56.2360118309401,-91.7430119482523,133,-138.782090277778,0.123950338319088,95,"ice_free","3"
"3383",2008,-164.486248202169,56.2546131902018,-86.7423293049843,117,-130.6919625,0.0929803602430556,94,"ice_free","3"
"3384",2008,-163.429467255498,56.2246009841278,-85.1986488492518,125,-128.4593,0.0875122432002315,94,"ice_free","3"
"3385",2008,-162.470392131182,56.2695742071441,-76.1651995162465,109,-138.897033333333,0.100618518518519,95,"ice_full","1"
"3386",2008,-161.511843441346,56.255770090083,-56.4899428209281,101,-140.034395833333,0.111818425234936,97,"ice_full","1"
"3391",2008,-172.547608937344,56.7726494441129,-181.945909631074,157,-82.1752347222222,0.0229714015151515,85,"ice_free","8"
"3392",2008,-171.478657519673,56.7316188828025,-139.098290396263,141,-94.6702375,0.0623395683990442,92,"ice_free","8"
"3393",2008,-170.513340946018,56.7414296917189,-102.30199846403,133,-106.7711875,0.0911039677372685,94,"ice_free","5"
"3394",2008,-169.469707302821,56.7227337843993,-70.8723798529436,133,-111.912284722222,0.164391898148148,95,"ice_free","5"
"3395",2008,-168.438226983338,56.7218391132648,-94.9703658234506,133,-130.051575,0.15275560619213,94,"ice_free","3"
"3396",2008,-167.500288631182,56.7280613082193,-93.4208631461308,133,-138.838054166667,0.261603184624018,96,"ice_free","3"
"3397",2008,-166.529620065322,56.7521256342038,-81.7582842501305,133,-139.884459722222,0.350373536220044,98,"ice_free","3"
"3398",2008,-165.462833711962,56.7120572058442,-75.965589345495,125,-138.637781944444,0.358893567423057,101,"ice_free","3"
"3399",2008,-164.556190105156,56.7157977172298,-74.0032016367798,125,-134.733352777778,0.306315639269406,103,"ice_free","3"
"3400",2008,-163.505725589307,56.7232173459964,-72.7922078287887,117,-137.461122222222,0.301157572751323,100,"ice_full","3"
"3401",2008,-162.459837820987,56.7238018440825,-68.0235627077183,101,-143.000923611111,0.262612070540936,106,"ice_full","3"
"3402",2008,-161.442281398313,56.7431378900954,-72.4498353458882,109,-153.688473611111,0.18487762345679,105,"ice_full","3"
"3403",2008,-160.543482475881,56.7368866183903,-59.3754380774189,117,-152.113108333333,0.201595343314093,107,"ice_full","3"
"3408",2008,-172.514748225103,57.2241663322176,-130.056433004553,133,-101.673791666667,0.201631611251403,96,"ice_free","8"
"3409",2008,-171.445528199032,57.2415923721288,-114.84746308791,117,-102.093818055556,0.26980150462963,96,"ice_free","6"
"3410",2008,-170.591922653155,57.2923674599302,-69.8849312540134,109,-96.9511013888889,0.334518501497821,98,"ice_full","5"
"3411",2008,-169.551978460709,57.1986135829791,-64.2405305439025,133,-107.894872222222,0.383514665570175,106,"ice_free","5"
"3412",2008,-168.355559151282,57.2157941960263,-77.8872510887693,133,-117.9549875,0.370133455504115,102,"ice_free","3"
"3413",2008,-167.593552388234,57.2296533969304,-74.0864198242399,133,-120.250636111111,0.452214707461084,99,"ice_free","3"
"3414",2008,-166.538340562913,57.2421550678605,-73.1157904675248,157,-124.872140277778,0.515630441317941,107,"ice_free","3"
"3415",2008,-165.54045926379,57.2897359102864,-72.4364626937379,157,-126.436711111111,0.589221614583333,110,"ice_free","3"
"3416",2008,-164.417727029876,57.2112676349546,-66.8205226926041,133,-121.744904166667,0.575217084462511,112,"ice_free","3"
"3417",2008,-163.547158833617,57.2108401908016,-63.3330730657505,117,-114.908825,0.56785513831733,111,"ice_full","3"
"3418",2008,-162.456718491975,57.1982246969662,-56.1070684653304,125,-121.112823611111,0.541616912615741,110,"ice_full","3"
"3419",2008,-161.372705129517,57.2330107697925,-56.025694141622,117,-145.206976388889,0.420600194330133,111,"ice_full","3"
"3420",2008,-160.517729385013,57.2069270715193,-61.6405256252538,125,-147.289673611111,0.37748311042524,111,"ice_full","3"
"3421",2008,-159.423983136913,57.1905998131794,-47.302068584096,125,-131.038463888889,0.480788649140212,114,"ice_full","3"
"3425",2008,-172.561154404301,57.71194684936,-112.953690265271,133,-106.355211111111,0.412652899610136,106,"ice_free","8"
"3426",2008,-171.327169794923,57.6596175726,-93.3472850472367,109,-93.0877236111111,0.472028595679012,105,"ice_full","6"
"3427",2008,-170.641149532808,57.7025835529745,-76.8910174083958,133,-84.3853486111111,0.538092775341131,106,"ice_free","6"
"3428",2008,-169.465928417819,57.7664339984962,-68.1051175288234,141,-96.8212444444444,0.579885474537037,110,"ice_free","6"
"3429",2008,-168.401971383026,57.7066075107217,-75.6784362784928,133,-97.6903375,0.574630504742547,112,"ice_free","6"
"3430",2008,-167.517570387975,57.744309659605,-63.7386320678984,141,-96.3693652777778,0.585351456639566,112,"ice_free","3"
"3431",2008,-166.496493522743,57.7645364081509,-61.7344958109693,157,-101.667609722222,0.655034284665763,112,"ice_free","3"
"3432",2008,-165.529064718218,57.7237320417735,-64.6331791837548,157,-99.3898625,0.705591297398589,114,"ice_free","3"
"3433",2008,-164.58816522886,57.7153322325896,-48.5208339554393,133,-90.0099236111111,0.709359995039683,114,"ice_full","2"
"3434",2008,-163.506414555066,57.7213614241849,-50.2231675384216,117,-90.5337263888889,0.704376338688086,113,"ice_full","2"
"3435",2008,-162.45553917281,57.7557623836079,-46.6106555687904,117,-102.172676388889,0.706201388888889,112,"ice_full","2"
"3436",2008,-161.424581172282,57.7395518117711,-38.6851215260332,117,-114.448808333333,0.63620734530262,112,"ice_full","2"
"3437",2008,-160.523503430304,57.74293823564,-48.0726887886514,125,-118.734705555556,0.597944232723577,112,"ice_full","3"
"3438",2008,-159.468890231374,57.7950520261223,-42.9051839601867,125,-115.691097222222,0.60415069704536,119,"ice_full","2"
"3443",2008,-173.471117304924,58.2330639667606,-129.634443919773,133,-122.188570833333,0.478365540695016,111,"ice_free","8"
"3444",2008,-172.620732123555,58.2838820376824,-107.24988218245,133,-101.580240277778,0.561581018518518,112,"ice_free","8"
"3445",2008,-171.509572524241,58.202673892198,-101.548841317866,133,-82.3929930555556,0.596382544065149,113,"ice_full","6"
"3446",2008,-170.649799651442,58.1628561204728,-92.4226455079429,133,-78.0739263888889,0.509520086279461,140,"ice_full","6"
"3447",2008,-169.302749707222,58.1813216957441,-75.5277526435313,141,-92.1458736111111,0.599403072390572,140,"ice_full","6"
"3448",2008,-168.41713981114,58.1924829862628,-70.3135163135154,133,-85.4471097222222,0.648187348563517,137,"ice_full","6"
"3449",2008,-167.502910276333,58.2384712965048,-56.1960359138134,141,-80.3643152777778,0.649088536155203,135,"ice_full","6"
"3450",2008,-166.547639361943,58.2292623142881,-52.6245816540594,157,-80.5933597222222,0.660062792161093,133,"ice_free","2"
"3451",2008,-165.395549492031,58.2419880523514,-47.441367419676,125,-73.5206416666667,0.678718002507716,126,"ice_full","2"
"3452",2008,-164.484206831434,58.2807579205287,-41.3276805084064,117,-71.4926027777778,0.723945928649237,115,"ice_full","2"
"3453",2008,-163.539176768059,58.2690613887164,-37.0924296368384,125,-76.2987222222222,0.728699955908289,114,"ice_full","2"
"3454",2008,-162.389858835539,58.2766879225493,-40.9739212556504,117,-81.4754069444444,0.709280868736383,115,"ice_full","2"
"3465",2008,-173.559324807167,58.7665705586722,-122.176630991598,133,-112.036091666667,0.565898538436692,116,"ice_full","8"
"3466",2008,-172.479179588697,58.7772412681593,-117.443672268532,133,-88.5539736111111,0.550908497393024,133,"ice_full","8"
"3467",2008,-171.653261200869,58.763776548608,-89.8329386255401,141,-76.3739486111111,0.582543087121212,140,"ice_full","6"
"3468",2008,-170.495215288589,58.8185257021723,-87.0502634678569,149,-77.3604277777778,0.624183846618357,145,"ice_full","6"
"3469",2008,-169.568061356165,58.8404563324857,-84.0722708254089,149,-82.1270180555556,0.699039077729045,144,"ice_full","6"
"3470",2008,-168.418467272857,58.691188434402,-57.2040010371416,141,-72.2646583333333,0.743360139715608,142,"ice_full","7"
"3471",2008,-167.396813543564,58.6934225016344,-47.4648048347932,149,-69.3776472222222,0.740853497706422,139,"ice_full","7"
"3472",2008,-166.615629747775,58.7105430836494,-43.5931130041672,133,-67.7877138888889,0.725740818643162,134,"ice_full","7"
"3473",2008,-165.38368360917,58.6965470483357,-35.364128866082,133,-62.9763541666667,0.683858933810048,131,"ice_full","2"
"3474",2008,-164.477635727277,58.6626657127344,-33.3936034192908,117,-65.8405444444444,0.71959209280303,118,"ice_full","2"
"3475",2008,-163.334984223906,58.7489318039812,-24.2695380589322,117,-69.8428833333333,0.697358585858586,118,"ice_full","2"
"3481",2008,-176.557314775413,59.2553381811038,-151.176088286339,149,-120.320201388889,0.404088860764971,137,"ice_full","8"
"3485",2008,-172.485638185724,59.194020945894,-122.678592367998,141,-81.2596722222222,0.657980682563094,143,"ice_full","9"
"3486",2008,-171.464073144369,59.2087636304973,-74.8683562813998,141,-68.8112402777778,0.692463018077601,142,"ice_full","9"
"3487",2008,-170.503718596042,59.2136666408606,-77.555523654749,157,-61.0041263888889,0.709564333415274,143,"ice_full","6"
"3488",2008,-169.410783715767,59.3429223409187,-63.0102877475248,157,-55.6816694444444,0.747285259589947,142,"ice_full","7"
"3489",2008,-168.508962910385,59.3918906145352,-47.150162835249,157,-49.6551777777778,0.770351651936027,140,"ice_full","7"
"3490",2008,-167.396118536848,59.3070901267918,-38.8435309731758,157,-52.6378888888889,0.757608991000346,137,"ice_full","7"
"3491",2008,-166.470389946435,59.2672092438407,-31.9838372524535,157,-52.857875,0.742451661220044,132,"ice_free","7"
"3492",2008,-165.665511053185,59.2754654603654,-25.3841761057174,133,-57.6068083333333,0.686428715277778,130,"ice_full","7"
"3493",2008,-164.447353732121,59.3182251573793,-21.5298049705712,133,-63.8469444444444,0.674285324074074,130,"ice_full","2"
"3497",2008,-177.493194776423,59.6842991015915,-170.723494132501,157,-133.941233333333,0.453006575271392,146,"ice_full","15"
"3498",2008,-176.654566477534,59.6822475643684,-128.720108865915,157,-118.482861111111,0.54406521076998,144,"ice_full","8"
"3499",2008,-175.712287260172,59.6770705814168,-120.436168469354,157,-111.6658875,0.584790249840358,146,"ice_full","8"
"3501",2008,-173.57509570067,59.5559604008993,-99.2166666666667,157,-88.9878541666667,0.673182009043928,159,"ice_full","9"
"3502",2008,-172.330235166065,59.6146940755642,-97.2490730932203,157,-71.9700236111111,0.737758212962963,155,"ice_full","9"
"3503",2008,-171.432338512896,59.7312109074328,-73.7627817164292,157,-61.8428416666667,0.768451047358834,152,"ice_full","9"
"3504",2008,-170.651076852444,59.7517859111399,-62.224541798408,157,-54.4995375,0.774860121874011,147,"ice_full","9"
"3505",2008,-169.30368549607,59.6867071444442,-55.4337786229111,157,-44.2335388888889,0.781657089888561,143,"ice_full","7"
"3506",2008,-168.475563199205,59.718367824554,-44.3530304233807,149,-37.8803277777778,0.781499383437176,137,"ice_full","7"
"3507",2008,-167.432999514618,59.7632062307645,-30.2401853222399,149,-41.1366444444444,0.755801081730769,134,"ice_full","7"
"3508",2008,-166.529243667942,59.5979695591795,-22.8279978296256,133,-42.4108333045775,0.731637686092956,132,"ice_full","7"
"3511",2008,-177.402778625488,60.1736089918349,-141.428240740741,157,-124.179997222222,0.603455279333956,149,"ice_full","8"
"3512",2008,-176.555132809807,60.1702385901514,-145.535305788982,157,-110.180758333333,0.669364138176638,147,"ice_full","8"
"3513",2008,-175.212877006346,60.3730347905182,-112.375201288245,157,-93.1683083333333,0.675852999614198,150,"ice_full","8"
"3514",2008,-174.640498895369,60.3756229681631,-99.209868903557,157,-70.1801444444445,0.691320101851852,155,"ice_full","9"
"3515",2008,-173.424558211818,60.3739556774949,-61.2909090909091,157,-54.415175,0.700580740381855,159,"ice_full","9"
"3517",2008,-171.349050791043,60.2476610911498,-55.3044173741848,157,-53.2059888888889,0.856277972222222,155,"ice_full","9"
"3518",2008,-170.520574727385,60.1661248902851,-66.7267423566087,157,-51.0978416666667,0.836838038858531,152,"ice_full","9"
"3519",2008,-169.462438416648,60.2505982577146,-46.449488011988,157,-39.7927513888889,0.829053003323837,147,"ice_full","11"
"3520",2008,-168.423995870606,60.1981947384131,-40.0503636674873,157,-34.3171833333333,0.800905986029889,144,"ice_full","11"
"3521",2008,-167.57810707659,60.1890202512007,-25.6282410400636,165,-37.3154113148069,0.767609644396552,146,"ice_full","11"
"3525",2008,-178.480561345525,60.7427043320688,-181.493975670231,165,-121.040206944444,0.594861043595679,150,"ice_full","8"
"3526",2008,-177.590641707041,60.7311526660502,-146.665278567907,157,-97.8488513888889,0.692111665901439,151,"ice_full","8"
"3527",2008,-176.671970361652,60.7608560446537,-124.0125,157,-84.8817305555556,0.746142806997571,152,"ice_full","8"
"3528",2008,-175.260414123535,60.635414759318,-101.175347222222,157,-71.4067680555556,0.780064087848179,151,"ice_full","8"
"3529",2008,-174.661111412048,60.5905539576213,-79.7091666666667,157,-55.7535805555556,0.801628854836241,151,"ice_full","9"
"3530",2008,-173.490694650758,60.7757814164943,-60.8946488294314,157,-39.9263541666667,0.808612704918033,152,"ice_full","9"
"3531",2008,-172.413705462655,60.8705759327395,-62.3182660543067,157,-36.1486697735192,0.853247518518519,155,"ice_full","9"
"3532",2008,-171.503316504933,60.7053156298579,-58.3350816134476,165,-41.2614888888889,0.880008901686239,153,"ice_full","9"
"3533",2008,-170.53949935113,60.802722756256,-57.971276651001,157,-37.9710638888889,0.867448553240741,150,"ice_full","9"
"3534",2008,-169.32787165388,60.7471817926866,-44.6574579831933,149,-31.9788375,0.855308017498431,148,"ice_full","11"
"3535",2008,-168.416986885582,60.7229804538193,-36.8138521606338,149,-31.4443125,0.839040090197957,146,"ice_full","11"
"3536",2008,-167.764941738028,60.7562138667735,-30.7000036239762,149,-38.785225,0.785134900137741,151,"ice_full","11"
"3540",2008,-178.441770735945,61.1823116543989,-163.575392980189,157,-82.4601236111111,0.679887348867462,151,"ice_full",NA
"3541",2008,-177.484299472363,61.2099311207828,-130.801987745751,157,-72.2488847222222,0.767301238995143,152,"ice_full","8"
"3542",2008,-176.706344529919,61.2407867876211,-115.598496240602,157,-62.6720541666667,0.816089008363202,154,"ice_full","8"
"3543",2008,-175.49235841022,61.2584434126335,-80.9034749034749,157,-53.3742222222222,0.839421650985663,154,"ice_full","10"
"3544",2008,-174.5,61.2499974568685,-79.5069444444444,157,-44.0708625,0.856042359213722,152,"ice_full","10"
"3545",2008,-173.364583151681,61.2357117335002,-65.0528273809524,157,-34.1626125,0.849265754132231,151,"ice_full","10"
"3546",2008,-172.451060112681,61.2701801853155,-51.923123248699,157,-30.4194430555556,0.849216503267974,149,"ice_full","10"
"3549",2008,-169.390749175386,61.3010529723198,-42.9389302315908,149,-25.3125444444444,0.862346334211367,146,"ice_full","11"
"3550",2008,-168.411276462443,61.2893157573586,-34.6105876429533,149,-25.8606138888889,0.846387332375479,146,"ice_full","11"
"3551",2008,-167.532077388015,61.286762247,-25.7312469700228,149,-34.5382194444444,0.806170897190294,146,"ice_full","11"
"3554",2008,-178.331516572349,61.6749975416395,-145.37183048433,157,-54.2379986111111,0.761206822007958,151,"ice_full",NA
"3555",2008,-177.70598551299,61.6592554637086,-134.857669227222,157,-52.5176097222222,0.814529853458831,151,"ice_full",NA
"3556",2008,-176.396527608236,61.8166640599569,-103.638194444444,157,-47.8862152777778,0.834717459775349,152,"ice_full","10"
"3557",2008,-175.551568961438,61.8311444506233,-94.1782407407407,157,-41.09475,0.848312135976703,154,"ice_full","10"
"3558",2008,-174.5,61.7499974568685,-66.6006944444444,157,-33.8854194444444,0.872626496160795,153,"ice_full","10"
"3559",2008,-173.298459592073,61.7305228744728,-59.1717995169082,157,-29.1052625,0.863842872299383,150,"ice_full","10"
"3564",2008,-168.463056390875,61.744933121359,-33.8818379412276,149,-21.3702986111111,0.857436161433172,145,"ice_full","11"
"3565",2008,-167.494729183882,61.7464715876131,-25.316915954416,149,-24.3449833333333,0.828539054818092,143,"ice_full","11"
"3567",2008,-179.638729895595,62.2683948541609,-117.733128234772,157,-32.4887166666667,0.741398916245791,140,"ice_full",NA
"3568",2008,-178.54169747343,62.2916794489503,-140.329292084727,157,-36.8838111111111,0.796317592592593,150,"ice_full",NA
"3569",2008,-177.534901255185,62.2818917605476,-104.515338631157,157,-39.1985416666667,0.830121257716049,150,"ice_full",NA
"3570",2008,-176.308384958464,62.3068724672343,-94.7335024467473,157,-35.1870972222222,0.834857405462185,149,"ice_full",NA
"3571",2008,-175.439029657273,62.3508925186091,-82.7372745310245,157,-27.2847513888889,0.823796412037037,150,"ice_full","10"
"3572",2008,-174.417282618076,62.344994884661,-70.8308478864183,157,-24.0604375,0.838701291627762,149,"ice_full","10"
"3573",2008,-173.656528637196,62.3665217950416,-62.855638226219,157,-22.8108930555556,0.833607381687243,147,"ice_full","10"
"3574",2008,-172.356918869888,62.2962371240186,-49.6586229086229,141,-19.9224722222222,0.831254987373737,140,"ice_full","10"
"3575",2008,-171.453993850678,62.3021313496064,-48.1107504827232,141,-18.7708416666667,0.823558681637245,137,"ice_full","10"
"3576",2008,-170.483915660067,62.2887629936703,-43.7806660860887,133,-19.5073180555556,0.805440339934842,138,"ice_full","10"
"3577",2008,-169.561760292544,62.2810128668547,-38.239667349782,141,-17.5632152777778,0.815574736952862,140,"ice_full","10"
"3578",2008,-168.477828574013,62.2888980945888,-31.8215606868862,141,-15.1235041666667,0.85212412161045,142,"ice_full","11"
"3579",2008,-167.517611559404,62.2248838392378,-25.7498105722945,157,-18.2867402777778,0.833534925276153,144,"ice_full","11"
"3581",2008,-179.542480942179,62.7316146072788,-108.741581082954,157,-19.3617736111111,0.75277008377425,135,"ice_free",NA
"3582",2008,-178.617334575786,62.7921444144765,-92.9302786932459,157,-28.3085652777778,0.796576843584656,142,"ice_full",NA
"3584",2008,-176.332900450495,62.7663730098936,-93.1286476540189,157,-23.3552597222222,0.821395303672316,148,"ice_full",NA
"3585",2008,-175.602476726218,62.7415613612156,-87.2599405228758,157,-15.5776222222222,0.827967978395062,141,"ice_full",NA
"3586",2008,-174.507174570798,62.6927022279674,-82.5216977364812,149,-17.1240013888889,0.840260265230183,137,"ice_full","10"
"3587",2008,-173.474741930909,62.7336995555877,-66.1467085014879,133,-17.6746194444444,0.82799651685884,136,"ice_full","10"
"3588",2008,-172.453443560763,62.7515293506146,-55.1463297865993,141,-18.3288222222222,0.799352797809829,134,"ice_full","10"
"3589",2008,-171.445363753201,62.7579938439338,-45.5291929891474,141,-18.7422222222222,0.771842433732752,132,"ice_full","10"
"3590",2008,-170.481171898808,62.7791207385039,-35.520548378926,133,-20.9480361111111,0.745281960487715,131,"ice_full","10"
"3591",2008,-169.495748402909,62.7677967116455,-30.854095798111,133,-16.3828897595968,0.762120108315863,136,"ice_full","10"
"3592",2008,-168.533803793146,62.7477617891611,-29.1445225091971,141,-12.0032652777778,0.822898821548822,140,"ice_full","11"
"3593",2008,-167.535702722628,62.7568794343986,-25.832102514919,157,-16.3671638888889,0.82963432910281,146,"ice_full","11"
"3596",2008,-179.603785523227,63.2781954847453,-79.7858003374172,157,-8.81319027777778,0.777221891534391,128,"ice_free",NA
"3597",2008,-178.513594780218,63.2861744502124,-93.4602865227865,157,-18.6186513888889,0.785728489692523,136,"ice_free",NA
"3598",2008,-177.595966965069,63.3390715291815,-100.270343842665,141,-23.3827416666667,0.791906463206628,144,"ice_full",NA
"3599",2008,-176.429188269967,63.2847540718974,-92.2941564684435,149,-19.1882902777778,0.797019303201507,148,"ice_full",NA
"3600",2008,-175.595662752232,63.3046010401034,-84.6531266860422,157,-13.9423611111111,0.797909659090909,140,"ice_full",NA
"3601",2008,-174.515813133452,63.3014151493708,-79.4010416666667,141,-15.1822305555556,0.799645403439153,135,"ice_full",NA
"3602",2008,-173.546780261823,63.2689354170218,-81.813258507926,141,-16.1667694444444,0.78628901798433,134,"ice_full","12"
"3603",2008,-172.411838701155,63.2117956529214,-58.3965043969033,141,-18.3977833333333,0.75316274496584,133,"ice_full","12"
"3604",2008,-171.49247510646,63.1758079106654,-41.5231702135009,141,-17.0150900106346,0.733208809912854,132,"ice_full","12"
"3605",2008,-170.605783999371,63.1599967650671,-23.691414214005,133,-18.1661679850915,0.720877280436377,131,"ice_full","12"
"3607",2008,-168.57888206539,63.2322860077155,-25.5430900332006,141,-11.8987025401028,0.830178870207927,144,"ice_full","12"
"3608",2008,-167.502072123781,63.2667505992496,-26.0406322811324,157,-13.7998986111111,0.841548902979066,145,"ice_full","14"
"3609",2008,-166.580561789244,63.2547443265508,-22.9609863737162,157,-30.97185,0.839998181216931,149,"ice_full","14"
"3611",2008,-179.474503835357,63.7244968493562,-63.4002298397688,141,-5.10781111111111,0.793313416758343,131,"ice_full",NA
"3612",2008,-178.5948262902,63.7890511077408,-72.7878293541938,141,-11.5867,0.800965482026144,132,"ice_full",NA
"3613",2008,-177.550128636993,63.7176499398268,-85.3006882989184,141,-17.2142361111111,0.789575199030807,137,"ice_full",NA
"3615",2008,-175.494460414644,63.7699532598335,-86.4681848445435,141,-16.4201791666667,0.758661790552126,138,"ice_full",NA
"3616",2008,-174.517104393498,63.8203599685051,-79.0558101862785,141,-14.0483625,0.718462673611111,134,"ice_full",NA
"3617",2008,-173.490459948447,63.7990497306512,-68.5072611157139,141,-13.7767166666667,0.706394765821647,133,"ice_full",NA
"3618",2008,-172.52148559325,63.8210532092281,-53.3132498453927,133,-15.4843,0.693166273372887,133,"ice_full","12"
"3619",2008,-171.4964887751,63.8140267978855,-22.6321995430912,157,-10.2612485341867,0.739562301587302,135,"ice_free","12"
"3620",2008,-170.519578571016,63.836042122831,-29.8067773566463,157,-11.1868372082302,0.795383737904571,141,"ice_full","12"
"3621",2008,-169.386634992648,63.7937060052625,-28.964797180659,149,-11.2919208333333,0.80743130787037,150,"ice_full","12"
"3622",2008,-168.506316476229,63.7828919817157,-28.9099406312964,157,-11.0466027777778,0.819664824459877,150,"ice_full","14"
"3623",2008,-167.570500078768,63.7601014520506,-26.4596642077284,165,-13.2441791666667,0.852187390245849,146,"ice_full","14"
"3624",2008,-166.592842138265,63.7459717190456,-25.7659049039588,165,-29.6366013888889,0.837847604836241,151,"ice_full","14"
"3626",2008,-179.499646683185,64.250204570391,-53.0719359161793,133,-1.44683472222222,0.815198015873016,135,"ice_full",NA
"3627",2008,-178.524504805006,64.2682436746187,-71.0050267367609,133,-7.42729444444444,0.812512147159295,133,"ice_full",NA
"3628",2008,-177.589968619653,64.305437685053,-76.5311757709695,133,-12.9891069444444,0.77218495147792,134,"ice_full",NA
"3629",2008,-176.533589295058,64.2610473632812,-86.8276315789474,141,-15.4123819444444,0.739425915006988,136,"ice_full",NA
"3630",2008,-175.418041946175,64.3119318705982,-81.2003999854847,141,-14.7845444444444,0.684669243535989,136,"ice_full",NA
"3631",2008,-174.521931187358,64.2699474298892,-69.2838718841642,141,-9.729075,0.635991965569939,133,"ice_full",NA
"3632",2008,-173.563494663485,64.1780973719673,-43.0050664841666,141,-7.23223354387699,0.65432930510167,132,"ice_full",NA
"3633",2008,-172.447724273483,64.1901501330433,-41.7953666956522,133,-8.81929407062057,0.700893484807623,133,"ice_full",NA
"3634",2008,-171.546135928741,64.2710348270048,-42.5670489431009,157,-10.3099736111111,0.740150793650794,135,"ice_free","12"
"3635",2008,-170.51689816823,64.2444070613358,-42.984789992346,157,-13.0672319444444,0.802538644547325,138,"ice_full","12"
"3636",2008,-169.440318208301,64.2812983315737,-39.2811277168686,157,-13.4836333333333,0.837514236111111,140,"ice_full","14"
"3637",2008,-168.462982257478,64.2314910712447,-31.1114280179165,149,-9.42935416666667,0.821170567927842,146,"ice_full","14"
"3644",2008,-179.502444990737,64.7384056706973,-54.5160032275709,141,4.00728333333334,0.797424386355695,136,"ice_full",NA
"3645",2008,-178.522594222139,64.735430099962,-65.2902448993053,141,-2.57887916666667,0.799598886684303,135,"ice_full",NA
"3646",2008,-177.531314336866,64.7005662912208,-59.3250061653888,133,-7.94032777777778,0.758057337055192,132,"ice_full",NA
"3647",2008,-176.425011220052,64.8072070305774,-58.4147119699089,141,-8.90676805555556,0.682772524055919,132,"ice_full",NA
"3648",2008,-175.555605626021,64.7275287548119,-46.3596935555935,141,-8.28549312099704,0.659421880511464,135,"ice_full",NA
"3650",2008,-172.10941585109,64.8323937789723,-39.7074174634168,165,5.00849892968534,0.740197971781305,135,"ice_free",NA
"3651",2008,-171.588146988802,64.7541244894306,-38.4038944950291,157,-6.17784861111111,0.74858429419986,136,"ice_free",NA
"3652",2008,-170.541197623328,64.7582124301253,-47.5016394082373,149,-11.1089236111111,0.801890392436829,137,"ice_full","12"
"3653",2008,-169.504235235588,64.7195669414542,-46.3342902658312,149,-12.4116180555556,0.843199792095336,138,"ice_full","14"
"3654",2008,-168.54283465799,64.7405680448405,-35.902731217879,149,-8.38203472222222,0.813965592511371,144,"ice_full","14"
"3655",2008,-167.449407596856,64.7586687637658,-22.7865557372136,157,-10.0614944444444,0.763462417737986,151,"ice_full","14"
"3657",2008,-179.318513885831,65.2373084179302,-44.0675874022349,141,5.59594601311059,0.784156514550265,135,"ice_full",NA
"3658",2008,-178.511364272643,65.2372038038821,-42.524923009105,133,-0.402802094482929,0.774773908730159,135,"ice_full",NA
"3659",2008,-177.497336839278,65.2410040396414,-27.8477984389799,141,-7.83861399162801,0.735689202069717,132,"ice_full",NA
"3660",2008,-176.452804521551,65.2223211556124,-30.3028543376695,141,-5.08163086758703,0.665697011367803,131,"ice_full",NA
"3663",2008,-171.498339207518,65.2638657922252,-32.1011063834372,157,-1.79548888888889,0.765170582381447,137,"ice_full",NA
"3664",2008,-170.556189497981,65.2699259027921,-38.9594205054111,149,-8.00561111111111,0.814589077102804,137,"ice_full",NA
"3665",2008,-169.431002213573,65.274618103876,-47.3357392766267,149,-6.076425,0.840851573216735,138,"ice_full","14"
