Lipid_WWT_g,Lipid_WWT_mg,year,Internal_Standard_Added_ug,Total_FA_Conc,Total_FA_extract,vial_id,cruise,gis_station,area_swept,cpue,vessel,haul,sex,cw,ch_cc,crab_wgt,hepato_wwt,hepato_dwt,process_date,notes,maturity,mid_latitude,mid_longitude,bottom_depth,gear_temperature,region,lme,DWT_WWT,Perc_DWT,Total_FA,WWT_DWT
0.57,573.4,2021,1506,194.09,111291.44,AKK-1,202101,I-19,0.01251090207164655,1039.093738049624,162,100,1,96.68,18.45,357,0.2963,0.1243,,,0,57.67209,-169.03364,69,3.6,2,EBS,0.41950725615929796,41.9507256159298,462.66184231697514,2.3837489943684638
0.37,372.7,2021,1506,107.51,40070.21,AKK-2,202101,F-19,0.0141930788929083,775.0256362977203,162,106,1,89.77,15.22,277,0.2596,0.0832,,,0,56.6657,-168.91527,100,3.7,2,EBS,0.3204930662557781,32.04930662557781,335.45187500000003,3.120192307692308
0.47,473.9,2021,1506,87.42,41426.15,AKK-3,202101,E-21,0.0151980825328794,2171.326542582466,162,110,1,102.55,17.95,354,0.3604,0.0951,,,0,56.34038,-170.04649,109,4.2,1,EBS,0.26387347391786903,26.387347391786903,331.29514195583596,3.789695057833859
0.36,361.2,2021,1506,33.4,12062.29,AKK-4,202101,F-22,0.0159104838138972,3456.8401968995818,162,112,1,92.16,17.05,320,0.3442,0.0804,,,0,56.65739,-170.73806,115,3.9,6,EBS,0.2335851249273678,23.35851249273678,142.98855721393033,4.281094527363185
0.34,341.5,2021,1506,138.95,47452.27,AKK-5,202101,F-22,0.0159104838138972,3456.8401968995818,162,112,1,95.73,16.75,324,0.3883,0.1069,,,0,56.65739,-170.73806,115,3.9,6,EBS,0.2753026010816379,27.53026010816379,504.717352666043,3.6323666978484566
0.36,357.4,2021,1506,49.78,17790.45,AKK-6,202101,N-22,0.01544321388383235,12626.905349290499,162,124,1,95.03,18.2,340,0.3624,0.1254,,,0,59.33329,-171.19173,76,2.4,3,EBS,0.3460264900662252,34.60264900662252,143.86181818181817,2.8899521531100474
0.38,383,2021,1506,49.54,18975.02,AKK-7,202101,O-22,0.01482556569224445,4991.3778358360305,162,125,1,88.87,15.44,280,0.2446,0.0657,,,0,59.66137,-171.25106,73,2.4,3,EBS,0.26860179885527385,26.860179885527387,184.43659056316594,3.722983257229833
0.37,368.2,2021,1506,75.03,27626.7,AKK-8,202101,T-25,0.0141581945345808,1977.65328987472,162,137,1,76.87,13.44,140,0.327,0.0929,,,0,61.32218,-173.58191,74,0.2,4,EBS,0.2840978593272171,28.40978593272171,264.09913885898817,3.5199138858988164
0.44,437,2021,1506,26.04,11380.09,AKK-9,202101,R-26,0.0139041419426712,7048.259461394185,162,140,1,77.04,12.91,164,0.3781,0.0959,,,0,60.67,-174.12725,87,2.3,4,EBS,0.25363660407299654,25.363660407299655,102.6665693430657,3.9426485922836285
0.38,384.2,2021,1506,81.5,31314.16,AKK-10,202101,QP2726,0.01391238269810895,7690.990272611179,162,142,1,77.29,12.8,184,0.2535,0.0505,,,0,60.17669,-174.34747,99,1.9,4,EBS,0.19921104536489154,19.921104536489153,409.1138613861386,5.01980198019802
0.44,440.9,2021,1506,129.41,57057.73,AKK-11,202101,QP2726,0.01391238269810895,7690.990272611179,162,142,1,81.18,14.07,211,0.3258,0.1226,,,0,60.17669,-174.34747,99,1.9,4,EBS,0.376304481276857,37.6304481276857,343.8970473083197,2.65742251223491
0.37,368.2,2021,1506,62.82,23129.09,AKK-12,202101,QP2726,0.01391238269810895,7690.990272611179,162,142,1,85.75,16.97,255,0.3044,0.0674,,,0,60.17669,-174.34747,99,1.9,4,EBS,0.221419185282523,22.1419185282523,283.7152522255193,4.516320474777448
0.48,478.1,2021,1506,40.61,19414.71,AKK-13,202101,Q-26,0.01460145154763295,24381.137645024843,162,141,1,78.89,13.77,194,0.3279,0.0762,,,0,60.34057,-174.07043,90,2.1,4,EBS,0.232387923147301,23.2387923147301,174.75090551181103,4.303149606299213
0.41,409,2021,1506,17.78,7270.41,AKK-14,202101,R-26,0.0139041419426712,7048.259461394185,162,140,1,84.14,14.66,206,0.2316,0.0637,,,0,60.67,-174.12725,87,2.3,4,EBS,0.2750431778929189,27.50431778929189,64.6443956043956,3.6357927786499213
0.43,429,2021,1506,78.07,33490.33,AKK-15,202101,P-26,0.01438681347000315,5421.631423986408,162,143,1,76.53,13.8,155,0.3281,0.0973,,,0,60.00067,-173.97722,100,1.9,4,EBS,0.29655592807071013,29.655592807071013,263.2555704008222,3.3720452209660845
0.38,379,2021,1506,221.05,83777.81,AKK-16,202101,P-26,0.01438681347000315,5421.631423986408,162,143,1,83.03,15.52,219,0.394,0.1938,,,0,60.00067,-173.97722,100,1.9,4,EBS,0.4918781725888325,49.18781725888325,449.3998968008256,2.0330237358101138
0.29,286.7,2021,1506,40.45,11597.39,AKK-17,202101,P-26,0.01438681347000315,5421.631423986408,162,143,1,79.92,12.58,157,0.2889,0.1063,,,0,60.00067,-173.97722,100,1.9,4,EBS,0.36794738663897547,36.79473866389755,109.93419567262464,2.7177798682972716
0.37,366.4,2021,1506,99.72,36537.02,AKK-18,202101,L-24,0.0134158600542252,2236.159283023512,162,153,1,94.51,17.76,345,0.3927,0.1212,,,0,58.67781,-172.36717,101,2.8,6,EBS,0.30863254392666156,30.863254392666157,323.10267326732674,3.24009900990099
0.38,378.4,2021,1506,130.37,49330.67,AKK-19,202101,O-31,0.0141704479387746,846.832792572802,162,179,1,72.57,10.3,115,0.2914,0.1232,,,0,59.66375,-177.14101,175,1.8,5,EBS,0.422786547700755,42.278654770075505,308.35891233766233,2.36525974025974
0.5,504.2,2021,1506,198.66,100165.14,AKK-20,202101,Q-31,0.01436445540980505,24992.2457731986,162,184,1,90.8,17.6,284,0.3518,0.1537,,,0,60.32376,-177.3797,146,1.5,5,EBS,0.4368959636156907,43.68959636156907,454.7077944046845,2.2888744307091735
0.32,324.2,2021,1506,205.81,66722.28,AKK-21,202101,Q-31,0.01436445540980505,24992.2457731986,162,184,1,97.26,20.1,342,0.3249,0.1458,,,1,60.32376,-177.3797,146,1.5,5,EBS,0.4487534626038781,44.87534626038781,458.625987654321,2.228395061728395
0.31,305.8,2021,1506,250.87,76715.39,AKK-22,202101,Q-31,0.01436445540980505,24992.2457731986,162,184,1,100.07,19.62,401,0.369,0.1843,,,0,60.32376,-177.3797,146,1.5,5,EBS,0.4994579945799458,49.945799457994575,502.2844818231145,2.0021703743895825
0.35,351.6,2021,1506,211.21,74261.65,AKK-23,202101,R-31,0.014138214966612,12589.991057594938,162,185,1,92.37,18.93,317,0.3225,0.1263,,,1,60.66455,-177.50949,147,1.8,5,EBS,0.39162790697674416,39.16279069767442,539.3129453681711,2.5534441805225656
0.33,331.9,2021,1506,256.63,85175.31,AKK-24,202101,R-31,0.014138214966612,12589.991057594938,162,185,1,86.61,16.12,262,0.4002,0.1918,,,0,60.66455,-177.50949,147,1.8,5,EBS,0.47926036981509246,47.92603698150925,535.4709384775808,2.0865484880083423
0.47,473.5,2021,1506,142.53,67489.26,AKK-25,202101,R-31,0.014138214966612,12589.991057594938,162,185,1,88.56,18.78,272,0.3574,0.145,,,1,60.66455,-177.50949,147,1.8,5,EBS,0.4057078903189703,40.57078903189703,351.311875862069,2.464827586206897
0.33,328.6,2021,1506,100.3,32958.9,AKK-26,202102,W-27,0.0136408902594624,26757.78435698558,162,2,2,57.41,0,58,0.3025,0.0956,,,0,62.33486,-175.27563,79,-0.6,7,NBS,0.3160330578512397,31.60330578512397,317.37186192468613,3.1642259414225937
0.47,474.5,2021,1506,123.31,58508.45,AKK-27,202102,W-27,0.0136408902594624,26757.78435698558,162,2,2,57.59,0,60,0.2567,0.0658,,,0,62.33486,-175.27563,79,-0.6,7,NBS,0.2563303467082197,25.63303467082197,481.05892097264444,3.9012158054711246
0.34,340.7,2021,1506,132.8,45243.81,AKK-28,202102,W-27,0.0136408902594624,26757.78435698558,162,2,2,55.27,0,56,0.3627,0.131,,,0,62.33486,-175.27563,79,-0.6,7,NBS,0.3611800385993934,36.11800385993934,367.6836641221375,2.768702290076336
0.36,360.8,2021,1506,136.18,49133.45,AKK-29,202102,X-26,0.0138434125460796,45653.48304807834,162,4,2,53.86,0,47,0.2226,0.0686,,,0,62.6591,-174.62102,73,-1.7,7,NBS,0.3081761006289308,30.81761006289308,441.8902040816327,3.2448979591836737
0.32,321.3,2021,1506,126.55,40661.93,AKK-30,202102,X-26,0.0138434125460796,45653.48304807834,162,4,2,55.57,0,51,0.9023,0.3067,,,0,62.6591,-174.62102,73,-1.7,7,NBS,0.33990912113487753,33.99091211348775,372.3053961525921,2.9419628301271605
0.37,374.4,2021,1506,134.87,50493.92,AKK-31,202102,X-26,0.0138434125460796,45653.48304807834,162,4,2,52.81,0,48,0.2256,0.0786,,,0,62.6591,-174.62102,73,-1.7,7,NBS,0.348404255319149,34.840425531914896,387.10778625954197,2.8702290076335877
0.38,377.5,2021,1506,114.74,43315.85,AKK-32,202102,Y-23,0.01446771019492095,13340.051563083893,162,12,1,58,10.42,63,0.3566,0.1278,,,0,63.00331,-172.56412,61,-1.7,8,NBS,0.3583847448121144,35.83847448121144,320.15871674491393,2.790297339593114
0.3,304.8,2021,1506,108.55,33087.5,AKK-33,202102,Y-23,0.01446771019492095,13340.051563083893,162,12,1,49.62,6.94,30,0.3823,0.1293,,,0,63.00331,-172.56412,61,-1.7,8,NBS,0.33821606068532567,33.82160606853257,320.9486852281516,2.956689868522815
0.34,342.1,2021,1506,92.54,31657.13,AKK-34,202102,Y-23,0.01446771019492095,13340.051563083893,162,12,2,42.14,0,10,0.3769,0.1253,,,0,63.00331,-172.56412,61,-1.7,8,NBS,0.33244892544441496,33.2448925444415,278.35854748603356,3.007980845969673
0.35,351.5,2021,1506,116.19,40842.28,AKK-35,202102,Y-23,0.01446771019492095,13340.051563083893,162,12,2,53.59,0,37,0.3109,0.1082,,,0,63.00331,-172.56412,61,-1.7,8,NBS,0.34802187198456097,34.802187198456096,333.85832717190385,2.8733826247689462
0.36,361.6,2021,1506,27.32,9878.63,AKK-36,202102,Y-23,0.01446771019492095,13340.051563083893,162,12,1,55.28,8.89,39,0.3526,0.0874,,,0,63.00331,-172.56412,61,-1.7,8,NBS,0.24787294384571754,24.787294384571755,110.21775743707093,4.034324942791762
0.41,413.2,2021,1506,91.24,37701.02,AKK-37,202102,Y-23,0.01446771019492095,13340.051563083893,162,12,1,52.75,8.33,34,0.3769,0.1185,,,0,63.00331,-172.56412,61,-1.7,8,NBS,0.3144070045104802,31.44070045104802,290.1970970464135,3.1805907172995784
0.32,318.8,2021,1506,105.48,33627.02,AKK-38,202102,Y-23,0.01446771019492095,13340.051563083893,162,12,2,49.43,0,26,0.3496,0.1145,,,0,63.00331,-172.56412,61,-1.7,8,NBS,0.3275171624713959,32.75171624713959,322.05945851528384,3.053275109170306
0.39,385.5,2021,1506,70.38,27131.13,AKK-39,202102,Y-23,0.01446771019492095,13340.051563083893,162,12,2,50.28,0,22,0.265,0.0713,,,0,63.00331,-172.56412,61,-1.7,8,NBS,0.2690566037735849,26.905660377358494,261.5806451612903,3.7166900420757365
0.41,410.2,2021,1506,122.34,50182.49,AKK-40,202102,Y-23,0.01446771019492095,13340.051563083893,162,12,2,51.45,0,25,0.3566,0.1275,,,0,63.00331,-172.56412,61,-1.7,8,NBS,0.357543466068424,35.754346606842404,342.1681882352941,2.796862745098039
0.38,376.2,2021,1506,116.38,43781.7,AKK-41,202102,Y-24,0.0139751596738776,33559.545003028186,162,13,1,63.74,10.75,98,0.3087,0.103,,,0,63.004,-173.21533,69,-1.7,8,NBS,0.33365727243278265,33.365727243278265,348.80102912621356,2.9970873786407766
0.44,438.2,2021,1506,105.26,46122.74,AKK-42,202102,Y-24,0.0139751596738776,33559.545003028186,162,13,2,56.99,0,47,0.3463,0.1172,,,0,63.004,-173.21533,69,-1.7,8,NBS,0.33843488304937913,33.843488304937914,311.0199488054608,2.954778156996587
0.3,301.6,2021,1506,96.67,29156.3,AKK-43,202102,Y-24,0.0139751596738776,33559.545003028186,162,13,1,51.12,8.22,54,0.3475,0.1168,,,0,63.004,-173.21533,69,-1.7,8,NBS,0.3361151079136691,33.61151079136691,287.6098030821918,2.975171232876712
0.42,422.2,2021,1506,160.61,67808.8,AKK-44,202102,Y-24,0.0139751596738776,33559.545003028186,162,13,2,46.88,0,38,0.3126,0.1247,,,0,63.004,-173.21533,69,-1.7,8,NBS,0.39891234804862447,39.89123480486245,402.61977546110666,2.506816359262229
0.32,324,2021,1506,95.41,30912.49,AKK-45,202102,Y-24,0.0139751596738776,33559.545003028186,162,13,1,51.48,8.55,53,0.3592,0.1125,,,0,63.004,-173.21533,69,-1.7,8,NBS,0.313195991091314,31.319599109131403,304.6335288888889,3.192888888888889
0.37,368.9,2021,1506,131.04,48340.45,AKK-46,202102,Y-24,0.0139751596738776,33559.545003028186,162,13,2,44.63,0,30,0.2393,0.0828,,,0,63.004,-173.21533,69,-1.7,8,NBS,0.3460091934809862,34.60091934809862,378.7182608695652,2.890096618357488
0.38,380.2,2021,1506,103.84,39478.52,AKK-47,202102,Y-24,0.0139751596738776,33559.545003028186,162,13,1,51.83,8.9,51,0.3342,0.1126,,,0,63.004,-173.21533,69,-1.7,8,NBS,0.3369239976062238,33.69239976062238,308.20007104795735,2.9680284191829482
0.35,348.9,2021,1506,128.34,44776.22,AKK-48,202102,Y-24,0.0139751596738776,33559.545003028186,162,13,2,44.64,0,32,0.3214,0.123,,bitter,0,63.004,-173.21533,69,-1.7,8,NBS,0.3827006845052893,38.27006845052893,335.3534634146342,2.613008130081301
0.39,391.3,2021,1506,163.39,63936.24,AKK-49,202102,Y-25,0.0151352592001281,42087.15500522176,162,14,2,53.16,0,50,0.392,0.1547,,,0,63.00044,-173.98169,73,-1.7,8,NBS,0.39464285714285713,39.464285714285715,414.0199095022624,2.5339366515837103
0.34,343.3,2021,1506,120.88,41497.77,AKK-50,202102,Y-25,0.0151352592001281,42087.15500522176,162,14,1,53.18,8.12,54,0.3827,0.1386,,,0,63.00044,-173.98169,73,-1.7,8,NBS,0.36216357460151555,36.216357460151556,333.7718326118326,2.761183261183261
0.37,373,2021,1506,89.64,33434.45,AKK-51,202102,Y-25,0.0151352592001281,42087.15500522176,162,14,2,46.82,0,34,0.2196,0.0785,,,0,63.00044,-173.98169,73,-1.7,8,NBS,0.3574681238615665,35.74681238615665,250.7636178343949,2.797452229299363
0.37,365.7,2021,1506,91.16,33338.7,AKK-52,202102,Y-25,0.0151352592001281,42087.15500522176,162,14,1,51.07,7.22,49,0.3187,0.0945,,,0,63.00044,-173.98169,73,-1.7,8,NBS,0.29651710072168186,29.651710072168186,307.43589417989415,3.372486772486772
0.38,377,2021,1506,90.56,34139.26,AKK-53,202102,ZZ-24,0.01345770933053085,30168.581444906646,162,15,2,51.47,0,40,0.2394,0.0737,,,0,63.33903,-173.35745,71,-1.6,8,NBS,0.3078529657477026,30.78529657477026,294.16640434192675,3.248303934871099
0.33,327.2,2021,1506,203.67,66642.21,AKK-54,202102,Y-25,0.0151352592001281,42087.15500522176,162,14,2,45.67,0,31,0.3183,0.1455,,,0,63.00044,-173.98169,73,-1.7,8,NBS,0.4571159283694627,45.71159283694627,445.5543711340207,2.1876288659793817
0.43,430.5,2021,1506,114.83,49432.65,AKK-55,202102,Y-25,0.0151352592001281,42087.15500522176,162,14,1,54.6,8.98,61,0.443,0.1561,,,0,63.00044,-173.98169,73,-1.7,8,NBS,0.35237020316027085,35.237020316027085,325.87885970531715,2.8379244074311343
0.39,391.5,2021,1506,118.36,46336.6,AKK-56,202102,Y-25,0.0151352592001281,42087.15500522176,162,14,2,51.14,0,43,0.3578,0.1183,,,0,63.00044,-173.98169,73,-1.7,8,NBS,0.33063163778647287,33.06316377864729,357.98147083685546,3.0245139475908704
0.4,399.6,2021,1506,139.02,55552.91,AKK-57,202102,Y-25,0.0151352592001281,42087.15500522176,162,14,1,54.3,7.24,53,0.3228,0.1171,,,0,63.00044,-173.98169,73,-1.7,8,NBS,0.3627633209417596,36.27633209417596,383.22507258753205,2.7566182749786505
0.34,335.4,2021,1506,115.81,38841.17,AKK-58,202102,Y-25,0.0151352592001281,42087.15500522176,162,14,2,50.24,0,41,0.373,0.1281,,,0,63.00044,-173.98169,73,-1.7,8,NBS,0.34343163538873994,34.343163538873995,337.21412958626075,2.9117876658860267
0.31,311.2,2021,1506,119.31,37129.84,AKK-59,202102,Y-25,0.0151352592001281,42087.15500522176,162,14,2,46.48,0,32,0.2553,0.0836,,,0,63.00044,-173.98169,73,-1.7,8,NBS,0.3274578926752839,32.745789267528394,364.3521889952154,3.053827751196173
0.42,424.6,2021,1506,170.37,72338.88,AKK-60,202102,Y-25,0.0151352592001281,42087.15500522176,162,14,2,50.42,0,40,0.2448,0.1039,,,0,63.00044,-173.98169,73,-1.7,8,NBS,0.42442810457516345,42.442810457516345,401.4107410972088,2.356111645813282
0.33,330.3,2021,1506,173.06,57161.9,AKK-61,202102,ZZ-24,0.01345770933053085,30168.581444906646,162,15,2,47.37,0,35,0.3599,0.1492,,,0,63.33903,-173.35745,71,-1.6,8,NBS,0.41455959988885804,41.4559599888858,417.45505361930293,2.4121983914209113
0.42,419.1,2021,1506,189.57,79447.83,AKK-62,202102,ZZ-24,0.01345770933053085,30168.581444906646,162,15,2,44.46,0,29,0.23,0.0976,,,0,63.33903,-173.35745,71,-1.6,8,NBS,0.42434782608695654,42.434782608695656,446.7325819672131,2.3565573770491803
0.33,328.2,2021,1506,83.27,27329.15,AKK-63,202102,ZZ-24,0.01345770933053085,30168.581444906646,162,15,1,51.53,8.53,51,0.3401,0.107,,,0,63.33903,-173.35745,71,-1.6,8,NBS,0.31461334901499555,31.461334901499555,264.67408411214956,3.1785046728971964
0.34,344.3,2021,1506,89.3,30746.76,AKK-64,202102,ZZ-24,0.01345770933053085,30168.581444906646,162,15,1,50.74,7.63,45,0.4201,0.137,,,0,63.33903,-173.35745,71,-1.6,8,NBS,0.3261128302785052,32.61128302785052,273.831605839416,3.0664233576642332
0.34,335.2,2021,1506,189.61,63557.98,AKK-65,202102,ZZ-24,0.01345770933053085,30168.581444906646,162,15,2,44.15,0,28,0.3747,0.1638,,,0,63.33903,-173.35745,71,-1.6,8,NBS,0.4371497197758207,43.71497197758207,433.74155677655676,2.2875457875457874
0.34,339.4,2021,1506,89.39,30340.3,AKK-66,202102,ZZ-24,0.01345770933053085,30168.581444906646,162,15,1,52.62,8.32,52,0.3427,0.1085,,,0,63.33903,-173.35745,71,-1.6,8,NBS,0.31660344324482054,31.660344324482054,282.3405806451613,3.15852534562212
0.4,395.6,2021,1506,115.48,45685.19,AKK-67,202102,ZZ-24,0.01345770933053085,30168.581444906646,162,15,2,46.18,0,33,0.3373,0.1152,,,0,63.33903,-173.35745,71,-1.6,8,NBS,0.3415357248739994,34.15357248739994,338.1198263888889,2.927951388888889
0.38,384.5,2021,1506,79.81,30686.27,AKK-68,202102,ZZ-24,0.01345770933053085,30168.581444906646,162,15,2,41.08,0,41,0.3638,0.1142,,,0,63.33903,-173.35745,71,-1.6,8,NBS,0.31390874106652006,31.390874106652007,254.24586690017514,3.185639229422067
0.37,368.7,2021,1506,72.56,26752.46,AKK-69,202102,ZZ-24,0.01345770933053085,30168.581444906646,162,15,2,46.23,0,32,0.3318,0.1001,,,0,63.33903,-173.35745,71,-1.6,8,NBS,0.30168776371308015,30.168776371308013,240.51356643356647,3.3146853146853146
0.3,304.9,2021,1506,13.01,3967.33,AKK-70,202102,ZZ-24,0.01345770933053085,30168.581444906646,162,15,2,45.43,0,33,0.3204,0.0592,,,0,63.33903,-173.35745,71,-1.6,8,NBS,0.18476903870162298,18.476903870162296,70.41222972972973,5.412162162162162
0.4,404.8,2021,1506,NA,NA,AKK-71,202102,ZZ-22,0.0141334323254586,27311.12946320172,162,18,2,48.39,0,37,0.355,0.1012,,,0,63.24515,-171.99726,59,-1.5,8,NBS,0.28507042253521125,28.507042253521124,NA,3.507905138339921
0.46,461.4,2021,1506,85.5,39448.73,AKK-72,202102,ZZ-22,0.0141334323254586,27311.12946320172,162,18,1,55.12,9.36,55,0.4163,0.1216,,,0,63.24515,-171.99726,59,-1.5,8,NBS,0.29209704539995196,29.209704539995197,292.7109375,3.4235197368421053
0.37,367,2021,1506,35.25,12937.8,AKK-73,202102,ZZ-22,0.0141334323254586,27311.12946320172,162,18,2,47.03,0,30,0.3355,0.0761,,,0,63.24515,-171.99726,59,-1.5,8,NBS,0.22682563338301043,22.682563338301044,155.4057161629435,4.408672798948752
0.32,317.9,2021,1506,8.54,2714.63,AKK-74,202102,ZZ-22,0.0141334323254586,27311.12946320172,162,18,1,52.13,8.83,41,0.3088,0.0585,,,0,63.24515,-171.99726,59,-1.5,8,NBS,0.18944300518134716,18.944300518134717,45.07952136752136,5.2786324786324785
0.35,346.4,2021,1506,71.26,24686.11,AKK-75,202102,ZZ-22,0.0141334323254586,27311.12946320172,162,18,2,47.44,0,36,0.344,0.0955,,,0,63.24515,-171.99726,59,-1.5,8,NBS,0.2776162790697675,27.76162790697675,256.6852356020942,3.602094240837696
0.38,376.2,2021,1506,54.47,20491.41,AKK-76,202102,ZZ-22,0.0141334323254586,27311.12946320172,162,18,2,53.99,0,53,0.3618,0.0993,,,0,63.24515,-171.99726,59,-1.5,8,NBS,0.27446102819237145,27.446102819237144,198.4616918429003,3.6435045317220545
0.36,364.6,2021,1506,72.19,26320.96,AKK-77,202102,ZZ-22,0.0141334323254586,27311.12946320172,162,18,2,48.05,0,35,0.3084,0.0932,,,0,63.24515,-171.99726,59,-1.5,8,NBS,0.30220492866407267,30.220492866407266,238.87763948497852,3.3090128755364807
0.37,365.5,2021,1506,NA,NA,AKK-78,202102,ZZ-22,0.0141334323254586,27311.12946320172,162,18,2,48.75,0,39,0.3387,0.0659,,,0,63.24515,-171.99726,59,-1.5,8,NBS,0.19456746383229997,19.456746383229998,NA,5.139605462822458
0.38,377.3,2021,1506,80.7,30446.47,AKK-79,202102,ZZ-22,0.0141334323254586,27311.12946320172,162,18,2,45.06,0,32,0.3258,0.094,,,0,63.24515,-171.99726,59,-1.5,8,NBS,0.2885205647636587,28.852056476365874,279.7027659574468,3.4659574468085106
0.36,356.6,2021,1506,20.31,7240.84,AKK-80,202102,BB-22,0.01390997679986475,8411.228982145938,162,22,2,51.59,0,31,0.3244,0.07,,,0,64.01035,-171.79476,50,-0.9,9,NBS,0.2157829839704069,21.57829839704069,94.12234285714285,4.634285714285714
0.45,450,2021,1506,28.24,12708.04,AKK-81,202102,BB-22,0.01390997679986475,8411.228982145938,162,22,1,53.09,8.19,54,0.2944,0.0708,,,0,64.01035,-171.79476,50,-0.9,9,NBS,0.24048913043478262,24.04891304347826,117.42734463276835,4.15819209039548
0.36,357.5,2021,1506,NA,NA,AKK-82,202102,BB-22,0.01390997679986475,8411.228982145938,162,22,1,50.56,9.29,43,0.3643,0.0604,,,0,64.01035,-171.79476,50,-0.9,9,NBS,0.16579741970903103,16.579741970903104,NA,6.031456953642384
0.33,327.9,2021,1506,40.51,13283.99,AKK-83,202102,BB-22,0.01390997679986475,8411.228982145938,162,22,1,50.93,9.04,52,0.226,0.0543,,,0,64.01035,-171.79476,50,-0.9,9,NBS,0.24026548672566372,24.02654867256637,168.6051565377532,4.16206261510129
0.33,326.7,2021,1506,11.73,3831.87,AKK-84,202102,BB-22,0.01390997679986475,8411.228982145938,162,22,2,46.61,0,33,0.3336,0.0714,,,0,64.01035,-171.79476,50,-0.9,9,NBS,0.21402877697841727,21.402877697841728,54.80571428571429,4.672268907563025
0.33,332.2,2021,1506,7.91,2626.68,AKK-85,202102,BB-22,0.01390997679986475,8411.228982145938,162,22,2,50.49,0,47,0.3603,0.0803,,,0,64.01035,-171.79476,50,-0.9,9,NBS,0.22286983069664168,22.286983069664167,35.49156911581569,4.486924034869241
0.31,305.6,2021,1506,25.79,7882.51,AKK-86,202102,BB-22,0.01390997679986475,8411.228982145938,162,22,2,51.61,0,48,0.3494,0.0816,,,0,64.01035,-171.79476,50,-0.9,9,NBS,0.23354321694333144,23.354321694333144,110.42924019607842,4.281862745098039
0.32,315.7,2021,1506,41.81,13197.85,AKK-87,202102,BB-22,0.01390997679986475,8411.228982145938,162,22,2,46.69,0,32,0.3487,0.0966,,,0,64.01035,-171.79476,50,-0.9,9,NBS,0.2770289647261256,27.702896472612558,150.92284679089028,3.6097308488612834
0.35,354.6,2021,1506,11.27,3996.8,AKK-88,202102,BB-22,0.01390997679986475,8411.228982145938,162,22,2,50.18,0,39,0.3613,0.0767,,,0,64.01035,-171.79476,50,-0.9,9,NBS,0.21228895654580682,21.228895654580683,53.0880182529335,4.710560625814863
0.42,415.5,2021,1506,60.21,25017.38,AKK-89,202102,CC-21,0.012403600817586,76613.785301174,162,26,2,56.93,0,58,0.3604,0.1046,,,0,64.23399,-171.10594,40,0.3,9,NBS,0.2902330743618202,29.023307436182023,207.45395793499043,3.445506692160612
0.36,356.2,2021,1506,27.22,9694.27,AKK-90,202102,CC-21,0.012403600817586,76613.785301174,162,26,2,55.87,0,59,0.3562,0.0848,,,0,64.23399,-171.10594,40,0.3,9,NBS,0.23806850084222345,23.806850084222344,114.33683962264152,4.2004716981132075
0.42,415.7,2021,1506,63.23,26285.02,AKK-91,202102,CC-21,0.012403600817586,76613.785301174,162,26,1,57.44,9.54,66,0.2361,0.0574,,,0,64.23399,-171.10594,40,0.3,9,NBS,0.24311732316814907,24.311732316814908,260.08019163763066,4.113240418118467
0.44,443,2021,1506,7.34,3249.49,AKK-92,202102,CC-21,0.012403600817586,76613.785301174,162,26,1,51.94,8.39,49,0.2976,0.0553,,,0,64.23399,-171.10594,40,0.3,9,NBS,0.1858198924731183,18.58198924731183,39.500614828209756,5.381555153707052
0.41,405.7,2021,1506,31.38,12729.06,AKK-93,202102,CC-21,0.012403600817586,76613.785301174,162,26,2,50.36,0,44,0.3732,0.0952,,,0,64.23399,-171.10594,40,0.3,9,NBS,0.25509110396570206,25.509110396570208,123.01487394957982,3.92016806722689
0.32,319.1,2021,1506,30.16,9624.22,AKK-94,202102,CC-21,0.012403600817586,76613.785301174,162,26,2,49.83,0,40,0.3409,0.0889,,,0,64.23399,-171.10594,40,0.3,9,NBS,0.2607802874743327,26.07802874743327,115.65291338582675,3.834645669291338
0.38,384.1,2021,1506,10.41,3999.95,AKK-95,202102,CC-21,0.012403600817586,76613.785301174,162,26,2,46.86,0,35,0.233,0.0547,,,0,64.23399,-171.10594,40,0.3,9,NBS,0.23476394849785406,23.476394849785407,44.34241316270567,4.259597806215722
0.4,402.5,2021,1506,28.79,11589.82,AKK-96,202102,CC-21,0.012403600817586,76613.785301174,162,26,2,44.55,0,34,0.3382,0.0829,,,0,64.23399,-171.10594,40,0.3,9,NBS,0.24512123004139563,24.512123004139564,117.45208685162847,4.079613992762364
0.31,314,2021,1506,19.54,6134.15,AKK-97,202102,CC-20,0.0126596552147967,31570.401659348685,162,27,2,49.06,0,37,0.3847,0.0976,,,0,64.28089,-170.67872,34,0.6,9,NBS,0.2537041850792826,25.37041850792826,77.0188319672131,3.941598360655737
0.34,344.8,2021,1506,9.04,3116.08,AKK-98,202102,CC-20,0.0126596552147967,31570.401659348685,162,27,2,54.3,0,47,0.2346,0.0452,,,0,64.28089,-170.67872,34,0.6,9,NBS,0.19266837169650466,19.266837169650465,46.92,5.190265486725664
0.3,301.6,2021,1506,55.37,16700.76,AKK-99,202102,CC-20,0.0126596552147967,31570.401659348685,162,27,2,55.07,0,51,0.2924,0.0767,,,0,64.28089,-170.67872,34,0.6,9,NBS,0.262311901504788,26.2311901504788,211.08458930899604,3.8122555410691
