"GIS_STATION","DISTRICT","TOWS","STRATUM","TOTAL_AREA","SURVEY_YEAR","LATITUDE","LONGITUDE"
"CC-18","NBS All",,10,57343,2022,64.33431,-169.09725
"CC-01","NBS All",,10,57343,2022,64.33142,-168.33443
"CC-02","NBS All",,10,57343,2022,64.33309,-167.57719
"CC-03","NBS All",,10,57343,2022,64.3544,-166.83512
"CC-04","NBS All",,10,57343,2022,64.33223,-166.02068
"CC-05","NBS All",,10,57343,2022,64.30975,-165.3226
"T-24","NBS All",,10,57343,2022,61.35936,-172.91428
"T-23","NBS All",,10,57343,2022,61.34073,-172.2068
"T-22","NBS All",,10,57343,2022,61.33845,-171.53157
"T-21","NBS All",,10,57343,2022,61.33833,-170.8397
"T-20","NBS All",,10,57343,2022,61.32798,-170.17957
"T-19","NBS All",,10,57343,2022,61.32372,-169.41532
"T-18","NBS All",,10,57343,2022,61.32006,-168.70062
"T-01","NBS All",,10,57343,2022,61.32454,-168.00391
"T-02","NBS All",,10,57343,2022,61.30953,-167.35844
"T-03","NBS All",,10,57343,2022,61.36627,-166.77383
"S-21","NBS All",,10,57343,2022,60.99964,-170.80585
"S-20","NBS All",,10,57343,2022,60.99985,-170.11507
"S-19","NBS All",,10,57343,2022,61.01061,-169.42751
"S-18","NBS All",,10,57343,2022,61.01409,-168.7449
"S-01","NBS All",,10,57343,2022,61.0056,-168.05467
"S-02","NBS All",,10,57343,2022,60.98758,-167.31958
"S-03","NBS All",,10,57343,2022,60.97929,-166.74153
"W-24","NBS All",,10,57343,2022,62.34899,-173.16048
"W-23","NBS All",,10,57343,2022,62.32609,-172.3844
"W-22","NBS All",,10,57343,2022,62.3327,-171.79744
"W-21","NBS All",,10,57343,2022,62.33985,-170.98972
"W-20","NBS All",,10,57343,2022,62.30546,-170.27634
"W-19","NBS All",,10,57343,2022,62.31809,-169.58511
"W-18","NBS All",,10,57343,2022,62.32697,-168.87471
"W-01","NBS All",,10,57343,2022,62.34149,-168.15748
"W-02","NBS All",,10,57343,2022,62.34252,-167.47154
"W-03","NBS All",,10,57343,2022,62.33807,-166.72109
"V-24","NBS All",,10,57343,2022,61.99738,-173.11302
"V-23","NBS All",,10,57343,2022,62.00663,-172.40348
"V-22","NBS All",,10,57343,2022,62.02658,-171.66618
"V-21","NBS All",,10,57343,2022,61.98069,-171.07103
"V-20","NBS All",,10,57343,2022,62.00565,-170.26964
"V-19","NBS All",,10,57343,2022,62.01771,-169.5518
"V-18","NBS All",,10,57343,2022,61.99519,-168.79878
"V-01","NBS All",,10,57343,2022,61.99972,-168.13066
"V-02","NBS All",,10,57343,2022,61.99786,-167.39539
"V-03","NBS All",,10,57343,2022,61.99935,-166.72792
"U-24","NBS All",,10,57343,2022,61.67323,-173.07778
"U-23","NBS All",,10,57343,2022,61.66467,-172.29238
"U-22","NBS All",,10,57343,2022,61.66059,-171.53327
"U-21","NBS All",,10,57343,2022,61.66118,-170.9271
"U-20","NBS All",,10,57343,2022,61.67021,-170.2141
"U-19","NBS All",,10,57343,2022,61.66749,-169.46761
"U-18","NBS All",,10,57343,2022,61.66585,-168.79037
"U-01","NBS All",,10,57343,2022,61.68086,-168.09308
"U-02","NBS All",,10,57343,2022,61.69062,-167.37308
"U-03","NBS All",,10,57343,2022,61.65732,-166.76392
"R-21","NBS All",,10,57343,2022,60.67469,-170.75394
"R-20","NBS All",,10,57343,2022,60.67186,-170.05458
"R-19","NBS All",,10,57343,2022,60.67174,-169.3688
"R-18","NBS All",,10,57343,2022,60.66512,-168.70247
"R-01","NBS All",,10,57343,2022,60.69249,-168.01277
"R-02","NBS All",,10,57343,2022,60.65398,-167.34596
"R-03","NBS All",,10,57343,2022,60.66997,-166.71915
"S-21","NBS All",,10,57343,2010,61.00009,-170.82047
"S-01","NBS All",,10,57343,2010,61.00633,-168.0354
"W-22","NBS All",,10,57343,2010,62.34086,-171.7452
"W-18","NBS All",,10,57343,2010,62.33131,-168.8704
"V-23","NBS All",,10,57343,2010,61.98825,-172.3673
"V-19","NBS All",,10,57343,2010,62.00427,-169.54857
"V-03","NBS All",,10,57343,2010,62.01345,-166.69971
"U-20","NBS All",,10,57343,2010,61.67071,-170.18286
"U-02","NBS All",,10,57343,2010,61.66491,-167.39318
"R-19","NBS All",,10,57343,2010,60.67065,-169.38111
"FF-18","NBS All",,10,57343,2017,65.21764,-168.89474
"EE-18","NBS All",,10,57343,2017,65.01722,-169.12043
"DD-18","NBS All",,10,57343,2017,64.65126,-169.16212
"CC-06","NBS All",,10,57343,2017,64.32803,-164.53456
"BB-22","NBS All",,10,57343,2017,63.99919,-172.02633
"ZZ-23","NBS All",,10,57343,2017,63.32529,-172.69137
"ZZ-04","NBS All",,10,57343,2017,63.3369,-166.02704
"ZZ-23","NBS All",,10,57343,2019,63.33313,-172.64765
"ZZ-03","NBS All",,10,57343,2019,63.33672,-166.76685
"Y-23","NBS All",,10,57343,2019,63.02286,-172.60382
"Y-18","NBS All",,10,57343,2019,62.87278,-168.82889
"X-26","NBS All",,10,57343,2019,62.66971,-174.6305
"X-22","NBS All",,10,57343,2019,62.66339,-171.8221
"X-18","NBS All",,10,57343,2019,62.67068,-168.89166
"W-26","NBS All",,10,57343,2019,62.33512,-174.57173
"BB-01","NBS All",,10,57343,2019,64.01046,-168.27732
"BB-06","NBS All",,10,57343,2019,64.00353,-164.54903
"BB-10","NBS All",,10,57343,2019,63.99759,-161.52759
"AA-01","NBS All",,10,57343,2019,63.67149,-168.26885
"AA-05","NBS All",,10,57343,2019,63.66399,-165.30845
"CC-20","NBS All",,10,57343,2019,64.3301,-170.59159
"CC-02","NBS All",,10,57343,2019,64.31802,-167.61301
"T-23","NBS All",,10,57343,2019,61.34241,-172.28509
"T-19","NBS All",,10,57343,2019,61.32734,-169.46487
"S-21","NBS All",,10,57343,2019,60.99264,-170.76988
"S-01","NBS All",,10,57343,2019,60.99856,-168.03584
"W-23","NBS All",,10,57343,2019,62.3282,-172.45148
"W-18","NBS All",,10,57343,2019,62.33586,-168.8658
"NBS-20","NBS All",1,10,44100,2018,61.73605,-170.75849
"NBS-28","NBS All",1,10,44100,2018,61.74832,-169.59034
"NBS-3","NBS All",1,10,44100,2018,62.25032,-173.99132
"NBS-13","NBS All",1,10,44100,2018,61.7521,-171.82138
"NBS-11","NBS All",1,10,44100,2018,62.80898,-171.97317
"NBS-41","NBS All",1,10,44100,2018,65.25259,-167.85601
"NBS-42","NBS All",1,10,44100,2018,64.75523,-167.81639
"NBS-16","NBS All",1,10,44100,2018,63.86703,-171.26138
"NBS-40","NBS All",1,10,44100,2018,63.23468,-168.54801
"NBS-35","NBS All",1,10,44100,2018,62.25252,-168.62694
"NBS-18","NBS All",1,10,44100,2018,62.75308,-170.89549
"EE-01","NBS All",,10,57343,2010,64.99819,-168.34586
"DD-18","NBS All",,10,57343,2010,64.65135,-169.16293
"CC-06","NBS All",,10,57343,2010,64.32627,-164.52412
"BB-22","NBS All",,10,57343,2010,63.99862,-172.05644
"ZZ-24","NBS All",,10,57343,2010,63.3356,-173.41245
"ZZ-02","NBS All",,10,57343,2010,63.33091,-167.50747
"Y-25","NBS All",,10,57343,2010,62.99234,-174.00053
"Y-21","NBS All",,10,57343,2010,62.99693,-171.12531
"Y-03","NBS All",,10,57343,2010,62.99806,-166.75522
"X-24","NBS All",,10,57343,2010,62.66915,-173.18356
"X-20","NBS All",,10,57343,2010,62.66999,-170.36502
"X-02","NBS All",,10,57343,2010,62.66204,-167.47114
"BB-19","NBS All",,10,57343,2010,63.99103,-169.79025
"BB-03","NBS All",,10,57343,2010,64.00322,-166.81798
"BB-08","NBS All",,10,57343,2010,64.0014,-163.04936
"AA-22","NBS All",,10,57343,2010,63.69377,-172.06153
"AA-02","NBS All",,10,57343,2010,63.6654,-167.52793
"AA-07","NBS All",,10,57343,2010,63.66719,-163.82441
"CC-18","NBS All",,10,57343,2010,64.31688,-169.11165
"CC-04","NBS All",,10,57343,2010,64.33174,-166.04047
"T-21","NBS All",,10,57343,2010,61.33938,-170.79979
"T-01","NBS All",,10,57343,2010,61.33755,-168.06668
"S-19","NBS All",,10,57343,2010,60.99919,-169.42391
"W-24","NBS All",,10,57343,2010,62.32873,-173.15153
"W-01","NBS All",,10,57343,2010,62.33184,-168.15304
"V-22","NBS All",,10,57343,2010,61.99595,-171.67044
"V-01","NBS All",,10,57343,2010,61.99804,-168.12637
"U-21","NBS All",,10,57343,2010,61.67214,-170.86614
"U-03","NBS All",,10,57343,2010,61.64656,-166.726
"R-01","NBS All",,10,57343,2010,60.67385,-168.00319
"FF-02","NBS All",,10,57343,2017,65.25698,-167.86932
"DD-19","NBS All",,10,57343,2017,64.65624,-169.90891
"CC-07","NBS All",,10,57343,2017,64.33843,-163.78699
"BB-20","NBS All",,10,57343,2017,63.99409,-170.55932
"ZZ-01","NBS All",,10,57343,2017,63.32491,-168.24356
"Y-23","NBS All",,10,57343,2017,63.00844,-172.60711
"Y-01","NBS All",,10,57343,2017,63.00573,-168.22302
"X-24","NBS All",,10,57343,2017,62.66956,-173.18391
"X-19","NBS All",,10,57343,2017,62.66808,-169.5996
"W-26","NBS All",,10,57343,2017,62.34029,-174.64544
"BB-02","NBS All",,10,57343,2017,64.02824,-167.56579
"BB-07","NBS All",,10,57343,2017,64.00198,-163.79239
"AA-19","NBS All",,10,57343,2017,63.66607,-169.75383
"AA-04","NBS All",,10,57343,2017,63.67658,-166.0585
"CC-20","NBS All",,10,57343,2017,64.27813,-170.69045
"CC-02","NBS All",,10,57343,2017,64.32386,-167.57616
"T-23","NBS All",,10,57343,2017,61.33567,-172.25823
"T-01","NBS All",,10,57343,2017,61.33972,-168.0662
"S-19","NBS All",,10,57343,2017,60.99735,-169.43424
"W-24","NBS All",,10,57343,2017,62.34322,-173.17429
"W-18","NBS All",,10,57343,2017,62.33254,-168.87068
"V-23","NBS All",,10,57343,2017,61.99573,-172.36478
"V-18","NBS All",,10,57343,2017,61.99596,-168.84087
"U-22","NBS All",,10,57343,2017,61.67415,-171.58834
"U-01","NBS All",,10,57343,2017,61.66796,-168.0963
"R-20","NBS All",,10,57343,2017,60.67508,-170.05565
"ZZ-24","NBS All",,10,57343,2017,63.33603,-173.41213
"X-22","NBS All",,10,57343,2017,62.66896,-171.81505
"AA-23","NBS All",,10,57343,2017,63.66968,-172.73402
"T-03","NBS All",,10,57343,2017,61.3304,-166.91177
"V-19","NBS All",,10,57343,2017,62.00914,-169.54835
"FF-18","NBS All",,10,57343,2019,65.22397,-168.90444
"EE-01","NBS All",,10,57343,2019,65.00024,-168.36148
"DD-18","NBS All",,10,57343,2019,64.66013,-169.12056
"CC-06","NBS All",,10,57343,2019,64.32498,-164.53171
"BB-22","NBS All",,10,57343,2019,64.00155,-172.00702
"ZZ-22","NBS All",,10,57343,2019,63.3,-171.98431
"ZZ-04","NBS All",,10,57343,2019,63.33412,-166.03867
"Y-21","NBS All",,10,57343,2019,63.00214,-171.13227
"Y-03","NBS All",,10,57343,2019,63.00628,-166.75543
"X-23","NBS All",,10,57343,2019,62.66877,-172.50886
"X-02","NBS All",,10,57343,2019,62.66956,-167.44909
"BB-19","NBS All",,10,57343,2019,63.98846,-169.77752
"BB-04","NBS All",,10,57343,2019,64.0034,-166.05687
"BB-09","NBS All",,10,57343,2019,63.99935,-162.31633
"AA-02","NBS All",,10,57343,2019,63.67415,-167.51265
"AA-07","NBS All",,10,57343,2019,63.66516,-163.80997
"CC-01","NBS All",,10,57343,2019,64.32977,-168.32124
"T-24","NBS All",,10,57343,2019,61.33309,-172.93076
"T-01","NBS All",,10,57343,2019,61.33131,-168.08544
"S-19","NBS All",,10,57343,2019,60.99903,-169.42226
"W-24","NBS All",,10,57343,2019,62.33498,-173.15609
"W-19","NBS All",,10,57343,2019,62.34628,-169.59005
"FF-18","NBS All",,10,57343,2023,65.2529,-168.94758
"FF-01","NBS All",,10,57343,2023,65.32447,-168.36273
"FF-02","NBS All",,10,57343,2023,65.26528,-167.88624
"EE-19","NBS All",,10,57343,2023,65.00909,-169.95097
"EE-18","NBS All",,10,57343,2023,65.01785,-169.10073
"EE-01","NBS All",,10,57343,2023,64.99435,-168.33907
"EE-02","NBS All",,10,57343,2023,64.97862,-167.61441
"DD-20","NBS All",,10,57343,2023,64.65359,-170.62823
"DD-19","NBS All",,10,57343,2023,64.65693,-169.90694
"DD-18","NBS All",,10,57343,2023,64.65804,-169.15643
"DD-01","NBS All",,10,57343,2023,64.65396,-168.3318
"DD-02","NBS All",,10,57343,2023,64.65767,-167.6053
"DD-03","NBS All",,10,57343,2023,64.67405,-166.85066
"CC-06","NBS All",,10,57343,2023,64.33082,-164.56584
"CC-07","NBS All",,10,57343,2023,64.33282,-163.83317
"CC-08","NBS All",,10,57343,2023,64.2493,-163.16383
"CC-09","NBS All",,10,57343,2023,64.34062,-162.26762
"CC-10","NBS All",,10,57343,2023,64.30754,-161.57037
"BB-22","NBS All",,10,57343,2023,64.01035,-171.79476
"BB-21","NBS All",,10,57343,2023,64.04661,-171.35144
"BB-20","NBS All",,10,57343,2023,63.99391,-170.55287
"ZZ-24","NBS All",,10,57343,2023,63.33903,-173.35745
"ZZ-23","NBS All",,10,57343,2023,63.33523,-172.62468
"ZZ-22","NBS All",,10,57343,2023,63.24515,-171.99726
"ZZ-21","NBS All",,10,57343,2023,63.20071,-171.16688
"ZZ-01","NBS All",,10,57343,2023,63.37205,-168.28373
"ZZ-02","NBS All",,10,57343,2023,63.3267,-167.56449
"ZZ-03","NBS All",,10,57343,2023,63.32618,-166.72079
"ZZ-04","NBS All",,10,57343,2023,63.32333,-166.03428
"ZZ-05","NBS All",,10,57343,2023,63.3354,-165.33769
"Y-25","NBS All",,10,57343,2023,63.00044,-173.98169
"Y-24","NBS All",,10,57343,2023,63.004,-173.21533
"Y-23","NBS All",,10,57343,2023,63.00331,-172.56412
"Y-22","NBS All",,10,57343,2023,63.00793,-171.76785
"Y-21","NBS All",,10,57343,2023,63.00319,-171.11632
"Y-20","NBS All",,10,57343,2023,62.94474,-170.48452
"Y-18","NBS All",,10,57343,2023,62.86545,-168.82581
"Y-01","NBS All",,10,57343,2023,62.99652,-168.20091
"Y-02","NBS All",,10,57343,2023,62.9969,-167.42486
"Y-03","NBS All",,10,57343,2023,63.00235,-166.75036
"Y-04","NBS All",,10,57343,2023,63.00607,-166.02402
"X-26","NBS All",,10,57343,2023,62.6591,-174.62102
"X-25","NBS All",,10,57343,2023,62.65922,-173.91378
"X-24","NBS All",,10,57343,2023,62.66298,-173.16578
"X-23","NBS All",,10,57343,2023,62.66715,-172.44106
"X-22","NBS All",,10,57343,2023,62.67179,-171.8136
"X-21","NBS All",,10,57343,2023,62.64141,-170.95824
"X-20","NBS All",,10,57343,2023,62.67471,-170.36443
"X-19","NBS All",,10,57343,2023,62.66026,-169.62538
"X-18","NBS All",,10,57343,2023,62.65724,-168.89641
"X-01","NBS All",,10,57343,2023,62.64567,-168.18579
"X-02","NBS All",,10,57343,2023,62.66226,-167.48342
"X-03","NBS All",,10,57343,2023,62.66347,-166.76395
"W-27","NBS All",,10,57343,2023,62.33486,-175.27563
"W-26","NBS All",,10,57343,2023,62.33778,-174.61426
"W-25","NBS All",,10,57343,2023,62.33246,-173.83068
"BB-19","NBS All",,10,57343,2023,63.98062,-169.77538
"BB-18","NBS All",,10,57343,2023,63.99764,-169.0628
"BB-01","NBS All",,10,57343,2023,64.0101,-168.3144
"BB-02","NBS All",,10,57343,2023,64.029,-167.56952
"BB-03","NBS All",,10,57343,2023,64.00184,-166.82331
"BB-04","NBS All",,10,57343,2023,64.0026,-166.05485
"BB-05","NBS All",,10,57343,2023,63.99324,-165.3112
"BB-06","NBS All",,10,57343,2023,64.00037,-164.56785
"BB-07","NBS All",,10,57343,2023,64.00565,-163.84167
"BB-08","NBS All",,10,57343,2023,64.02365,-163.07422
"BB-09","NBS All",,10,57343,2023,63.99807,-162.31459
"BB-10","NBS All",,10,57343,2023,64.00032,-161.56765
"AA-23","NBS All",,10,57343,2023,63.65703,-172.67364
"AA-22","NBS All",,10,57343,2023,63.53506,-171.99621
"AA-19","NBS All",,10,57343,2023,63.68538,-169.66229
"AA-18","NBS All",,10,57343,2023,63.68096,-168.96346
"AA-01","NBS All",,10,57343,2023,63.68902,-168.26882
"AA-02","NBS All",,10,57343,2023,63.66072,-167.52899
"AA-03","NBS All",,10,57343,2023,63.68053,-166.77645
"AA-04","NBS All",,10,57343,2023,63.67123,-166.10907
"AA-05","NBS All",,10,57343,2023,63.66752,-165.31999
"AA-06","NBS All",,10,57343,2023,63.66585,-164.56674
"AA-07","NBS All",,10,57343,2023,63.66746,-163.80781
"AA-08","NBS All",,10,57343,2023,63.66546,-163.05703
"CC-21","NBS All",,10,57343,2023,64.23399,-171.10594
"CC-20","NBS All",,10,57343,2023,64.28089,-170.67872
"CC-19","NBS All",,10,57343,2023,64.31672,-169.83788
"CC-18","NBS All",,10,57343,2023,64.33431,-169.09725
"CC-01","NBS All",,10,57343,2023,64.33142,-168.33443
"CC-02","NBS All",,10,57343,2023,64.33309,-167.57719
"CC-03","NBS All",,10,57343,2023,64.3544,-166.83512
"CC-04","NBS All",,10,57343,2023,64.33223,-166.02068
"CC-05","NBS All",,10,57343,2023,64.30975,-165.3226
"T-24","NBS All",,10,57343,2023,61.35936,-172.91428
"T-23","NBS All",,10,57343,2023,61.34073,-172.2068
"T-22","NBS All",,10,57343,2023,61.33845,-171.53157
"T-21","NBS All",,10,57343,2023,61.33833,-170.8397
"T-20","NBS All",,10,57343,2023,61.32798,-170.17957
"T-19","NBS All",,10,57343,2023,61.32372,-169.41532
"T-18","NBS All",,10,57343,2023,61.32006,-168.70062
"T-01","NBS All",,10,57343,2023,61.32454,-168.00391
"T-02","NBS All",,10,57343,2023,61.30953,-167.35844
"T-03","NBS All",,10,57343,2023,61.36627,-166.77383
"S-21","NBS All",,10,57343,2023,60.99964,-170.80585
"S-20","NBS All",,10,57343,2023,60.99985,-170.11507
"S-19","NBS All",,10,57343,2023,61.01061,-169.42751
"S-18","NBS All",,10,57343,2023,61.01409,-168.7449
"S-01","NBS All",,10,57343,2023,61.0056,-168.05467
"S-02","NBS All",,10,57343,2023,60.98758,-167.31958
"S-03","NBS All",,10,57343,2023,60.97929,-166.74153
"W-24","NBS All",,10,57343,2023,62.34899,-173.16048
"W-23","NBS All",,10,57343,2023,62.32609,-172.3844
"W-22","NBS All",,10,57343,2023,62.3327,-171.79744
"W-21","NBS All",,10,57343,2023,62.33985,-170.98972
"W-20","NBS All",,10,57343,2023,62.30546,-170.27634
"W-19","NBS All",,10,57343,2023,62.31809,-169.58511
"W-18","NBS All",,10,57343,2023,62.32697,-168.87471
"W-01","NBS All",,10,57343,2023,62.34149,-168.15748
"W-02","NBS All",,10,57343,2023,62.34252,-167.47154
"W-03","NBS All",,10,57343,2023,62.33807,-166.72109
"V-24","NBS All",,10,57343,2023,61.99738,-173.11302
"V-23","NBS All",,10,57343,2023,62.00663,-172.40348
"V-22","NBS All",,10,57343,2023,62.02658,-171.66618
"V-21","NBS All",,10,57343,2023,61.98069,-171.07103
"V-20","NBS All",,10,57343,2023,62.00565,-170.26964
"V-19","NBS All",,10,57343,2023,62.01771,-169.5518
"V-18","NBS All",,10,57343,2023,61.99519,-168.79878
"V-01","NBS All",,10,57343,2023,61.99972,-168.13066
"V-02","NBS All",,10,57343,2023,61.99786,-167.39539
"V-03","NBS All",,10,57343,2023,61.99935,-166.72792
"U-24","NBS All",,10,57343,2023,61.67323,-173.07778
"U-23","NBS All",,10,57343,2023,61.66467,-172.29238
"U-22","NBS All",,10,57343,2023,61.66059,-171.53327
"U-21","NBS All",,10,57343,2023,61.66118,-170.9271
"U-20","NBS All",,10,57343,2023,61.67021,-170.2141
"U-19","NBS All",,10,57343,2023,61.66749,-169.46761
"U-18","NBS All",,10,57343,2023,61.66585,-168.79037
"U-01","NBS All",,10,57343,2023,61.68086,-168.09308
"U-02","NBS All",,10,57343,2023,61.69062,-167.37308
"U-03","NBS All",,10,57343,2023,61.65732,-166.76392
"R-21","NBS All",,10,57343,2023,60.67469,-170.75394
"R-20","NBS All",,10,57343,2023,60.67186,-170.05458
"R-19","NBS All",,10,57343,2023,60.67174,-169.3688
"R-18","NBS All",,10,57343,2023,60.66512,-168.70247
"R-01","NBS All",,10,57343,2023,60.69249,-168.01277
"R-02","NBS All",,10,57343,2023,60.65398,-167.34596
"R-03","NBS All",,10,57343,2023,60.66997,-166.71915
